Code,MainCost,Debt,AverageConsume,Target
11140704,184651,0,9.069767442,Low
1119165,1342508,558746,27.35294118,High
1111938,1547253,0,27.07317073,High
1111536,3943423,0,38.7804878,High
11107203,1031606,0,23.86363636,High
1126560,712742,709179,28.08510638,High
11156345,93333,144459,0.0,Low
1168142,339407,645817,15.34883721,Low
1182849,557890,0,16.74418605,Low
11156681,2015398,879016,30.0,High
1164344,799514,886895,22.5,Moderate
11142942,198769,268094,11.05263158,Low
11111425,595375,0,17.44186047,Low
11142658,131364,0,6.585365854,Low
111819,142877,0,6.136363636,Low
11136174,198091,370813,9.545454545,Low
1180119,569109,327721,19.75609756,Low
1168806,214477,0,11.0,Low
1168032,113834,0,5.833333333,Low
1128938,953993,0,23.18181818,High
1160086,247164,0,12.75,Low
11115000,3983558,0,32.79069767,High
11120765,380537,0,16.36363636,Low
1111523,4550010,0,38.57142857,High
11114552,289373,452917,10.46511628,Low
11109991,459920,0,15.0,Low
1134486,115446,0,4.390243902,Low
1167956,915104,0,23.02325581,High
1175803,510206,0,19.02439024,Low
11119992,1599328,0,24.41860465,High
1178282,197916,0,9.76744186,Low
1126865,3967747,0,37.0212766,High
1156803,428624,0,13.96039604,Low
1128616,806244,0,23.93617021,High
1157476,1039491,571929,16.71428571,Low
1125591,3983558,0,32.79069767,High
1151975,524491,0,25.22727273,High
1160202,1986837,0,25.11627907,High
1112991,148422,341116,7.317073171,Low
1126822,328623,0,14.04255319,Low
1127002,256707,0,11.4893617,Low
11128560,102667,141207,0.0,Low
11114754,1365278,0,25.22727273,High
11116763,1299202,2238060,23.25,Moderate
1129231,612229,0,19.77272727,Low
1179782,99750,0,4.166666667,Low
11113526,1972810,0,26.05263158,High
11125853,1763912,0,29.21052632,High
1131021,151999,0,6.818181818,Low
115678,3943423,0,38.7804878,High
1129454,504071,0,13.63636364,Low
11140507,428549,0,17.72727273,Low
11111098,192842,0,7.142857143,Low
1112577,569109,0,19.75609756,Low
1199738,227407,0,8.372093023,Low
1161677,1299202,1464003,23.25,Moderate
11143854,3094751,0,34.77272727,High
1114820,938412,0,19.02439024,Low
11137167,134714,469289,5.454545455,Low
1157300,173124,1675679,8.181818182,Moderate
1195774,471737,0,15.75,Low
1116647,109667,0,0.0,Low
1122144,497133,0,18.40909091,Low
1160539,115957,270425,0.0,Low
118132,259919,0,15.0,Low
11111081,340870,0,12.14285714,Low
11114513,313088,0,11.1627907,Low
1185484,423249,761222,13.95348837,Moderate
11152099,302998,472407,14.63414634,Low
11149628,184651,0,9.069767442,Low
11111073,209290,0,7.857142857,Low
1130991,424941,0,13.42105263,Low
11108099,1677165,0,27.27272727,High
11138167,147347,147813,7.5,Low
11111097,192842,732431,7.142857143,Low
11102092,2226100,0,30.69767442,High
1156589,100333,1554244,0.0,Moderate
1145505,992100,561147,24.14634146,High
1189609,1972919,0,30.0,High
11124139,423249,0,13.95348837,Low
1183866,308841,862772,15.38461538,Moderate
1155483,1972919,722756,30.0,High
1153274,1413896,0,38.04878049,High
1179996,277311,0,12.95454545,Low
1186832,553138,0,19.09090909,Low
1139126,0,245997,0.0,Low
1176614,116418,0,6.976744186,Low
11142540,185359,75264,11.47058824,Low
11127777,3774189,0,32.09302326,High
11113572,1299202,1928639,23.25,Moderate
1111676,3003829,0,33.06122449,High
1126868,165463,0,7.021276596,Low
1162690,595846,0,20.25,Low
1137537,497133,0,18.40909091,Low
1193365,752749,0,18.8372093,Low
1111499,739674,615795,21.13636364,Moderate
11154604,696855,0,21.2195122,Low
1164132,191305,0,7.5,Low
11105361,368283,380252,12.85714286,Low
11105337,1081832,0,21.42857143,High
1161304,133066,0,5.581395349,Low
11105826,767452,1577487,19.73684211,Moderate
1180790,318281,0,14.65116279,Low
1117943,4001232,0,36.48648649,High
1146893,108308,360229,2.045454545,Low
1137493,169861,464115,9.473684211,Low
11125300,357971,1578033,15.68181818,Moderate
1180823,170585,0,9.0,Low
1175308,1137629,0,21.62790698,High
119318,1795776,725974,28.0,High
11113570,208575,231543,8.25,Low
1146633,674408,0,20.45454545,Low
1146593,346279,0,16.09756098,Low
11104450,4367936,0,39.76744186,High
1124892,864727,0,32.19512195,High
11129674,93333,144478,0.0,Low
11113706,227407,0,8.372093023,Low
1117467,263839,0,13.17073171,Low
11143296,102667,919220,0.0,Low
11127722,1245852,0,22.3255814,High
1193469,212163,469422,10.46511628,Low
11124972,674408,0,20.45454545,Low
11114617,582758,1456679,18.0,Moderate
1191983,497133,0,18.40909091,Low
1111329,725209,0,20.20408163,Low
1151797,186270,0,17.56097561,Low
1144910,318281,0,14.65116279,Low
1129047,269265,0,10.28571429,Low
1115388,1071306,0,24.0,High
1147468,555426,280934,15.21126761,Low
1144184,185127,294947,8.863636364,Low
11137917,95667,0,0.0,Low
119026,873035,0,23.68421053,High
1110750,369466,0,16.82926829,Low
1157978,397262,0,13.57142857,Low
1185496,289373,975169,10.46511628,Moderate
1159196,197845,0,10.0,Low
1161538,565655,242125,17.14285714,Low
1130256,765697,0,21.95121951,High
11117872,373916,0,17.25,Low
1116812,315721,0,14.31818182,Low
11126623,183788,0,9.75,Low
11105255,459920,0,15.0,Low
1114957,953993,0,23.18181818,High
11135710,134714,855171,5.454545455,Low
1185332,1745031,0,27.90697674,High
1159602,3145602,0,36.31578947,High
1111719,723494,0,22.10526316,High
1181259,213364,0,11.25,Low
1179456,1615188,0,27.75,High
11110501,198048,0,10.5,Low
11112139,782205,295188,30.0,High
1117833,102578,576173,7.425742574,Low
11113540,273283,187632,11.05263158,Low
1183067,398739,0,18.0,Low
11114553,289373,0,10.46511628,Low
1124004,2765608,0,33.48837209,High
1172735,278978,0,13.25581395,Low
1168982,274413,0,10.0,Low
11119287,338333,1020771,11.86046512,Moderate
1197700,175680,0,6.75,Low
11124933,1031606,1964765,23.86363636,Moderate
11119848,1184798,0,22.5,High
1173544,1184798,0,22.5,High
112630,296036,0,13.63636364,Low
11114581,346735,0,12.75,Low
11133303,1571830,554519,27.69230769,High
1181769,638965,0,20.23255814,Low
11102333,183788,491959,9.75,Low
1146938,315721,0,14.31818182,Low
11137320,0,801588,5.04950495,Low
1117410,1691206,0,17.67326733,High
1117965,259546,692913,12.27272727,Low
11139092,3095682,0,16.81395349,High
11101736,95061,0,0.75,Low
1115774,739674,0,21.13636364,Low
11154554,808026,0,21.81818182,High
1173776,915104,2752482,23.02325581,Moderate
11116483,115990,179617,3.409090909,Low
1198274,638965,586742,20.23255814,Moderate
1160705,212163,0,10.46511628,Low
1187801,247164,0,12.75,Low
1180169,147280,0,1.475409836,Low
11113563,146031,0,5.526315789,Low
11145664,115446,0,4.390243902,Low
1168293,122144,0,5.12195122,Low
1173309,263839,0,13.17073171,Low
1133696,350150,0,16.5,Low
1110877,357971,0,15.68181818,Low
11127787,171093,220423,8.780487805,Low
1115387,115122,0,1.914893617,Low
1146708,1336315,2064701,25.6097561,Moderate
117218,3864113,0,37.5,High
11109989,115303,722710,0.714285714,Low
1120779,2765608,0,33.48837209,High
1149872,56972,0,13.0,Low
1181865,212014,0,10.22727273,Low
1116219,242456,729100,11.57894737,Low
1151504,282903,0,13.90243902,Low
11114665,405946,0,14.25,Low
1171292,2016220,1556505,30.78947368,High
11107862,205478,5432,16.25,Low
1129719,577828,0,19.53488372,Low
1113795,369466,0,16.82926829,Low
11135465,102115,760486,0.697674419,Low
11107820,302998,0,14.63414634,Low
11144997,1245852,0,22.3255814,High
11116513,2140508,0,25.81395349,High
1151469,1384452,0,14.40944882,Low
1170298,243606,0,11.86046512,Low
11115900,92712,0,0.769230769,Low
1159882,1072126,0,24.41860465,High
1149611,152625,0,9.512195122,Low
1168051,778793,0,19.5,Low
11114407,246533,315645,9.069767442,Low
1170195,112413,247546,7.317073171,Low
1184376,361515,0,16.04651163,Low
1140865,185127,656250,8.863636364,Low
1145942,214891,0,11.84210526,Low
1182002,142877,390024,6.136363636,Low
1196584,212163,2318246,10.46511628,Moderate
1160424,703262,0,20.93023256,Low
1130427,674408,0,20.45454545,Low
1199901,278978,0,13.25581395,Low
119887,292975,0,13.52727273,Low
1186437,172369,207536,8.372093023,Low
11114477,423249,0,13.95348837,Low
1172385,212163,137384,10.46511628,Low
1118997,240400,0,10.40816327,Low
11138892,339407,0,15.34883721,Low
1185976,835244,0,23.07692308,High
119914,879466,0,22.5,High
11128194,339407,0,15.34883721,Low
1184458,305787,0,15.0,Low
1163875,124132,0,2.093023256,Low
11137186,183974,450541,9.512195122,Low
11128153,915104,0,23.02325581,High
1151879,478365,392133,12.77227723,Low
11132414,510206,0,19.02439024,Low
1182924,1476701,0,23.72093023,High
1155959,93333,0,0.0,Low
1131136,1031606,0,23.86363636,High
1115775,258704,0,10.57471264,Low
1121605,391999,0,15.95744681,Low
1114039,4137222,0,37.65957447,High
11142468,259546,0,12.27272727,Low
11114562,289373,765878,10.46511628,Low
1162480,521934,0,16.04651163,Low
1146160,1902201,0,24.14634146,High
11111789,154732,646937,4.88372093,Low
1197639,107867,0,0.0,Low
1112727,212808,468821,9.183673469,Low
1195507,491676,142971,19.45945946,Low
1199896,1192388,0,6.387559809,Low
1171590,266507,0,9.545454545,Low
113677,953993,0,23.18181818,High
11119566,668532,0,18.13953488,Low
11114927,141418,234467,6.279069767,Low
1119344,111669,806524,2.727272727,Low
118676,357971,0,15.68181818,Low
11111086,703354,0,18.57142857,Low
11105836,208359,0,8.684210526,Low
1179345,638965,0,20.23255814,Low
1131364,2142074,0,30.73170732,High
11135095,113906,0,3.488372093,Low
11124542,674408,2055408,20.45454545,Moderate
11113544,111404,451171,2.368421053,Low
1126439,357971,0,15.68181818,Low
1185996,2488549,0,32.09302326,High
1159956,3101381,0,36.0,High
119205,796477,0,22.89473684,High
11131349,1050518,0,34.09090909,High
11124959,298138,2796756,13.95348837,Moderate
1191225,319596,0,12.0,Low
1115617,131324,0,3.673469388,Low
1198780,879466,0,22.5,High
1169817,185127,0,8.863636364,Low
1111648,369466,0,16.82926829,Low
1177098,318281,0,14.65116279,Low
1154454,127513,248160,4.772727273,Low
11113516,862977,0,20.52631579,Low
1120829,259546,0,12.27272727,Low
11105308,115303,548305,0.714285714,Low
1149256,150831,2541637,12.27272727,Moderate
119125,497133,985609,18.40909091,Moderate
115724,157074,165545,8.684210526,Low
11157311,151999,0,6.818181818,Low
1166993,247164,432270,12.75,Low
1145580,338326,0,10.46511628,Low
11150412,159242,493978,8.048780488,Low
1146049,156181,0,12.95454545,Low
1195876,113906,271592,3.488372093,Low
1187728,212163,107867,10.46511628,Low
11142581,102667,0,0.0,Low
1130405,207266,516063,10.0,Low
1173336,557890,0,16.74418605,Low
1165190,274413,334784,10.0,Low
11117949,228269,0,9.473684211,Low
1116445,169759,783051,5.487804878,Low
11117491,172369,0,8.372093023,Low
11125505,115990,479521,3.409090909,Low
1176465,408707,586980,18.0,Low
11114411,2485492,0,28.42105263,High
1178187,184651,0,9.069767442,Low
1195879,100333,233612,0.0,Low
11125037,1206757,2048213,25.26315789,Moderate
1133532,171093,0,8.780487805,Low
11130719,183935,0,10.54054054,Low
11128844,879466,0,22.5,High
114463,185127,0,8.863636364,Low
1180456,652887,0,19.41176471,Low
1186515,183974,387031,9.512195122,Low
1164389,289373,0,10.46511628,Low
11109649,4005711,0,38.37209302,High
1151268,315721,343690,14.31818182,Low
11114626,227489,384616,9.0,Low
1193684,118012,351873,0.697674419,Low
1116257,3590500,0,37.31707317,High
11105297,152898,402748,5.0,Low
114674,393682,757970,17.56097561,Moderate
11113575,872552,0,20.25,Low
11119984,477045,794274,18.75,Moderate
1198292,102482,0,4.390243902,Low
119407,1788244,0,27.95454545,High
1161867,3830500,0,37.6744186,High
1184692,214047,0,11.53846154,Low
11104592,147169,0,13.17073171,Low
11126616,158438,0,8.25,Low
11148848,369466,612916,16.82926829,Low
1112891,302610,0,8.571428571,Low
1162372,109889,0,0.75,Low
1148943,260010,375253,19.09090909,Low
1196493,408678,343744,17.44186047,Low
11138198,2820828,0,16.89922481,High
11131046,228801,0,11.70731707,Low
11126049,117047,0,5.526315789,Low
1183171,249651,0,16.36363636,Low
119145,290498,0,15.0,Low
1130083,956217,0,32.72727273,High
11155004,161196,2745613,14.0,Moderate
1168515,247164,0,12.75,Low
11104044,150752,189172,6.976744186,Low
11138673,992036,0,23.72093023,High
1161664,260801,0,12.55813953,Low
11105279,368283,2118585,12.85714286,Moderate
1173389,141418,0,6.279069767,Low
1165249,935587,0,20.23255814,Low
1198998,365108,339106,12.55813953,Low
11135008,2765608,146474,33.48837209,High
115454,214891,0,11.84210526,Low
1188751,181429,995317,5.454545455,Moderate
1133453,581143,0,20.83333333,Low
1193697,227407,253186,8.372093023,Low
111318,115671,0,8.048780488,Low
1114886,369466,0,16.82926829,Low
11105837,115303,0,0.714285714,Low
1144993,95667,1182493,0.0,Moderate
11116079,104467,0,0.681818182,Low
11131798,93333,1343643,0.0,Moderate
1191847,595846,0,20.25,Low
114961,404063,0,17.04545455,Low
1133446,201724,0,17.72727273,Low
11122259,913320,0,23.41463415,High
1143222,127513,285685,4.772727273,Low
11154964,103588,454303,1.395348837,Low
11102252,95061,0,0.75,Low
11107279,285190,0,14.25,Low
1195917,139843,566512,5.106382979,Low
1167942,1033745,1457355,24.75,Moderate
1115616,328623,0,14.04255319,Low
1115000,953167,82096,24.47368421,High
11128154,2909616,0,34.18604651,High
1123374,1357717,0,7.317073171,Low
111887,4581800,0,40.22727273,High
1111698,1785423,0,26.93877551,High
1180487,799514,0,22.5,High
1157562,105907,0,1.363636364,Low
1176921,197916,732661,9.76744186,Low
1143848,953993,0,23.18181818,High
115637,787098,0,18.11881188,Low
1114871,277311,380006,12.95454545,Low
1175934,213364,2046555,11.25,Moderate
1177188,874196,0,23.25,High
1165398,289373,0,10.46511628,Low
1183118,1072126,0,24.41860465,High
1176011,100333,0,0.0,Low
1150498,374046,0,23.41463415,Low
1137148,102115,264360,0.697674419,Low
1181867,170629,0,10.22727273,Low
1163377,228801,403119,11.70731707,Low
1137582,185127,188143,8.863636364,Low
1123524,407247,0,15.91836735,Low
1119404,438745,0,17.23404255,Low
1198001,290867,0,12.76595745,Low
113666,1658505,0,27.80487805,High
1172296,445677,0,13.17073171,Low
11146704,336366,736442,15.0,Moderate
1116950,1788244,0,27.95454545,High
1113789,588251,0,20.52631579,Low
1184637,318281,0,14.65116279,Low
1145722,346279,0,16.09756098,Low
1144994,95667,575417,0.0,Low
1134456,183974,0,9.512195122,Low
1149284,349928,0,12.77227723,Low
11105304,528843,0,16.42857143,Low
11125403,115990,305274,3.409090909,Low
119854,2545236,0,32.92682927,High
1162917,913320,0,23.41463415,High
1174093,198091,0,9.545454545,Low
1197846,95667,0,0.0,Low
117116,612229,0,19.77272727,Low
1194353,595846,0,20.25,Low
1123977,770717,0,21.62790698,High
1118860,162081,0,7.5,Low
1145709,2142074,0,30.73170732,High
1158848,259546,0,12.27272727,Low
11102991,263839,0,13.17073171,Low
1175875,119310,166696,4.186046512,Low
11102909,185127,1107392,8.863636364,Moderate
1190332,500802,355814,19.23076923,Low
11114623,122225,0,3.0,Low
1111399,157074,0,8.684210526,Low
11100511,1978261,0,29.30232558,High
11107271,357971,228407,15.68181818,Low
1135413,4486852,0,38.93617021,High
11114628,346735,0,12.75,Low
11134735,113906,0,3.488372093,Low
11133006,115990,268644,3.409090909,Low
11121456,138672,0,4.5,Low
11127184,119310,392939,4.186046512,Low
1156351,674408,0,20.45454545,Low
11131770,242742,0,11.59090909,Low
11132612,1587025,0,21.98019802,High
11123965,150752,1302061,6.976744186,Moderate
1148273,879466,0,22.5,High
117403,406716,0,11.41304348,Low
1179754,128334,36434,6.0,Low
11133340,3694276,0,36.81818182,High
1169551,1972919,1169977,30.0,High
1151452,472719,280552,12.85714286,Low
1120939,25103,0,5.957446809,Low
11127755,384605,394515,16.74418605,Low
11114522,193747,388160,6.976744186,Low
11123223,1322401,0,25.11627907,High
1187063,227393,0,11.1627907,Low
1182081,339407,0,15.34883721,Low
11104939,282903,0,13.90243902,Low
113455,765697,0,21.95121951,High
112723,150831,1340880,12.27272727,Moderate
11111077,493598,0,15.71428571,Low
1177957,1034208,0,20.93023256,High
1160205,423249,0,13.95348837,Low
1155091,109484,173454,2.790697674,Low
1198186,248714,0,13.07692308,Low
115660,2100095,0,30.75,High
1189377,487509,473775,15.34883721,Low
1178081,107867,0,0.0,Low
1171266,519849,0,18.8372093,Low
1187615,200411,0,13.25581395,Low
11111039,565655,1408793,17.14285714,Moderate
11125392,315721,1719559,14.31818182,Moderate
1172100,197886,266639,10.24390244,Low
1121661,98000,0,0.0,Low
114548,357971,0,15.68181818,Low
11131275,357971,995523,15.68181818,Moderate
11111507,361515,339956,16.04651163,Low
11105319,164646,0,5.714285714,Low
1145567,310390,0,12.1875,Low
1155958,113546,0,4.5,Low
1110803,320942,294659,16.09756098,Low
1145574,142716,0,4.285714286,Low
119214,145771,0,11.59090909,Low
1170299,103588,0,1.395348837,Low
1171623,380537,0,16.36363636,Low
11102701,259546,0,12.27272727,Low
1189858,2609782,0,33.84615385,High
11156974,212014,0,10.22727273,Low
1142959,664007,0,19.59183673,Low
11120433,141738,0,12.43902439,Low
1111956,2948087,0,34.09090909,High
11105263,192842,0,7.142857143,Low
1192080,741741,0,29.31818182,High
11115773,110563,0,0.0,Low
11103653,368283,691232,12.85714286,Low
1195918,348850,0,14.68085106,Low
1137712,1841622,0,25.83333333,High
1182053,285190,0,14.25,Low
1154356,228801,0,11.70731707,Low
11143651,988817,672835,16.59090909,Moderate
1149984,101534,0,2.195121951,Low
1112426,1773614,0,28.53658537,High
1111094,855929,0,21.42857143,High
1128222,3057276,0,34.88372093,High
11137166,404063,531807,17.04545455,Low
1174796,111669,1149845,2.727272727,Moderate
11110122,290744,783997,10.71428571,Low
1116283,226173,298178,9.795918367,Low
11127054,408678,0,17.44186047,Low
1150684,263839,0,13.17073171,Low
1112079,198769,0,11.05263158,Low
11149359,313088,204679,11.1627907,Low
1189741,111092,24928,5.581395349,Low
1160652,487509,0,15.34883721,Low
11108394,380537,0,16.36363636,Low
1189547,375320,309012,19.77272727,Low
1163983,577828,241262,19.53488372,Low
11133007,242742,726629,11.59090909,Low
1156002,549426,0,19.51612903,Low
1188440,703262,493783,20.93023256,Low
117663,109778,275754,3.658536585,Low
1164536,113546,449451,4.5,Low
1173773,133066,140487,5.581395349,Low
1176382,230839,0,12.30769231,Low
115096,0,294102,5.033557047,Low
11104716,112413,0,7.317073171,Low
1167440,1245852,1346686,22.3255814,Moderate
11157197,102667,330866,0.0,Low
1191312,227489,0,9.0,Low
11129329,742325,885981,25.22727273,Moderate
11130341,141418,0,6.279069767,Low
11105344,368283,359085,12.85714286,Low
11105257,3507924,0,31.42857143,High
1188823,247164,0,12.75,Low
11142951,296036,343728,13.63636364,Low
1197118,133066,0,5.581395349,Low
1119368,106045,509281,2.093023256,Low
1135423,1677165,0,27.27272727,High
1164945,534748,1939869,19.5,Moderate
11114578,208575,0,8.25,Low
1194674,304655,0,16.76470588,Low
11110001,102473,0,0.0,Low
1111485,609790,0,14.3877551,Low
11151005,92712,0,0.769230769,Low
1175541,226898,0,10.90909091,Low
11103435,3830500,0,37.6744186,High
115145,3864113,0,37.5,High
11111788,118012,0,0.697674419,Low
1167587,1365278,0,25.22727273,High
1188557,235305,823592,13.33333333,Moderate
11136802,127513,0,4.772727273,Low
1112124,765697,0,21.95121951,High
1184094,248049,0,9.75,Low
11128158,227393,0,11.1627907,Low
11122257,282903,553326,13.90243902,Low
1176643,870148,0,23.0,High
1175062,1072126,1371102,24.41860465,Moderate
1145367,4215290,0,38.86363636,High
11114654,270253,0,10.5,Low
1192659,147347,0,7.5,Low
1180474,102983,370919,3.0,Low
11118723,134837,182794,7.105263158,Low
11114630,544106,524210,17.25,Low
11138950,278978,181355,13.25581395,Low
1150207,958128,0,33.65853659,High
1165440,274413,0,10.0,Low
118019,324123,0,15.36585366,Low
1165162,985573,444770,24.31034483,High
1168134,544106,0,17.25,Low
11143418,278978,0,13.25581395,Low
117781,98293,356465,2.195121951,Low
